StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liable_AV_1,vB_mnfctr_liable_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liable_1,vB_driver_liable_1,vB_mnfctr_liable_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO
2023-04-02 12:10:09,2023-04-02 12:13:35,0,75.213.69.52,100,205,1,2023-04-02 12:13:36,R_339CX0m7CAlLwnE,,,,,47.4714,-122.2203,anonymous,EN,1,2,2,0,0,11.198,0,0,0,22.595,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,60,2,,23,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:10:32,2023-04-02 12:14:00,0,73.54.41.174,100,208,1,2023-04-02 12:14:00,R_VVloGfHRDiWUQs9,,,,,26.7295,-81.4337,anonymous,EN,1,2,2,,,,,,,,,,,,,,1.769,21.178,22.288,3,13.825,13.825,14.731,1,100,0,0,100,0,0,2,1,80,2,,66,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:11:45,2023-04-02 12:14:10,0,68.206.247.157,100,145,1,2023-04-02 12:14:10,R_2UWwWUB3BgKdVW7,,,,,31.7775,-106.4903,anonymous,EN,1,2,2,0,0,23.023,0,13.33,13.33,14.821,1,100,12,100,0,11,,,,,,,,,,,,,,,1,1,0,2,,66,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:11:51,2023-04-02 12:14:12,0,76.18.94.108,100,141,1,2023-04-02 12:14:13,R_t0w3PnQb22pb4it,,,,,35.0813,-106.6387,anonymous,EN,1,2,2,0,0,13.034,0,0,0,11.133,0,100,5,100,100,100,,,,,,,,,,,,,,,1,1,62,2,,46,2,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:08:47,2023-04-02 12:14:37,0,71.77.220.192,100,350,1,2023-04-02 12:14:37,R_57FVWqZml49hJoR,,,,,34.3789,-80.0831,anonymous,EN,1,2,2,0,0,45.931,0,0,0,22.99,0,99,96,100,9,0,,,,,,,,,,,,,,,1,1,62,1,,32,2,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:13:02,2023-04-02 12:14:43,0,24.91.176.220,100,100,1,2023-04-02 12:14:44,R_3IcO3cn4N6S4mSb,,,,,42.8575,-72.594,anonymous,EN,1,2,2,13.684,13.684,14.996,1,3.762,3.762,10.913,1,100,0,100,2,0,,,,,,,,,,,,,,,1,1,50,3,,38,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:11:56,2023-04-02 12:14:45,0,107.77.209.97,100,169,1,2023-04-02 12:14:45,R_21jMQc7r4ILKmCQ,,,,,38.5774,-90.6709,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,43.769,0,1.299,2.196,13.783,2,80,25,29,84,32,42,2,1,71,1,,47,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:10:45,2023-04-02 12:14:50,0,174.101.253.247,100,244,1,2023-04-02 12:14:51,R_YREV7rsDlxDgDyp,,,,,39.9587,-82.9987,anonymous,EN,1,2,2,,,,,,,,,,,,,,1.764,51.9,52.896,9,0,0,18.101,0,100,0,0,100,16,20,2,1,18,2,,37,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:10:55,2023-04-02 12:14:56,0,71.57.82.157,100,241,1,2023-04-02 12:14:57,R_1DtGvgaDMZrzfr2,,,,,41.4934,-87.3548,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,30.606,0,0,0,21.244,0,100,5,58,100,2,0,2,1,4,1,,34,3,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:07:00,2023-04-02 12:15:00,0,73.156.230.152,100,479,1,2023-04-02 12:15:00,R_8vJ39n6fxAkXa2R,,,,,26.1934,-81.7614,anonymous,EN,1,2,2,1.747,34.591,35.338,15,1.441,1.441,19.204,1,100,0,100,5,5,,,,,,,,,,,,,,,1,1,25,1,,62,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:06:35,2023-04-02 12:15:01,0,155.186.136.38,100,506,1,2023-04-02 12:15:02,R_3Q3kgHxOOcb7bwt,,,,,33.9482,-83.9944,anonymous,EN,1,2,2,,,,,,,,,,,,,,5.012,32.192,33.434,2,70.301,70.301,71.67,1,95,5,14,100,3,10,2,1,0,1,,60,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:11:44,2023-04-02 12:15:13,0,75.186.136.228,100,208,1,2023-04-02 12:15:13,R_31L3NszanQXssg1,,,,,37.7548,-84.2985,anonymous,EN,1,2,2,4.734,12.68,23.884,2,0,0,18.801,0,100,0,100,0,5,,,,,,,,,,,,,,,1,1,0,2,,27,1,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:12:51,2023-04-02 12:15:24,0,71.232.130.176,100,153,1,2023-04-02 12:15:24,R_1oIjNlqWllfgUkR,,,,,42.7578,-71.4699,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,19.885,0,0,0,11.313,0,100,0,0,100,0,0,1,1,50,1,,,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:12:25,2023-04-02 12:15:43,0,98.60.148.198,100,197,1,2023-04-02 12:15:43,R_2uqAtmP7ZajX9VH,,,,,35.1349,-106.6402,anonymous,EN,1,2,2,0,0,15.403,0,0,0,15.988,0,100,5,96,25,5,,,,,,,,,,,,,,,1,1,33,1,,45,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:12:47,2023-04-02 12:15:45,0,73.102.219.51,100,177,1,2023-04-02 12:15:45,R_DePsIUdutFPlYkh,,,,,39.8335,-84.8983,anonymous,EN,1,2,2,0,0,14.972,0,0,0,13.251,0,100,0,100,50,0,,,,,,,,,,,,,,,1,1,0,2,,42,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:11:43,2023-04-02 12:15:46,0,99.30.125.216,100,242,1,2023-04-02 12:15:46,R_2BxMM1qgZvsizaa,,,,,33.8992,-84.8572,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,24.926,0,0,0,11.1,0,100,0,0,100,0,7,2,1,16,2,,28,2,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:11:22,2023-04-02 12:15:48,0,76.113.10.225,100,265,1,2023-04-02 12:15:48,R_3kAhUbxIzUxzZ0o,,,,,35.6565,-106.0105,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,28.078,0,0,0,20.08,0,100,0,30,100,40,20,2,1,20,2,,47,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:14:15,2023-04-02 12:15:52,0,74.122.58.92,100,96,1,2023-04-02 12:15:52,R_1CI08liszLb66CE,,,,,39.0469,-77.4903,anonymous,EN,1,2,2,0,0,11.435,0,0,0,11.456,0,96,93,95,90,78,,,,,,,,,,,,,,,1,1,65,2,,25,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:13:17,2023-04-02 12:16:07,0,107.15.163.76,100,169,1,2023-04-02 12:16:07,R_3Ge1nuAFzwFwPW3,,,,,35.7178,-78.8428,anonymous,EN,1,2,2,0,0,22.783,0,0,0,11.485,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,60,1,,33,1,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:13:05,2023-04-02 12:16:08,0,73.34.204.70,100,183,1,2023-04-02 12:16:09,R_2zuLn7OUcfTKg2O,,,,,39.997,-105.0974,anonymous,EN,1,2,2,,,,,,,,,,,,,,3.402,26.792,27.771,2,10.652,10.652,11.701,1,100,0,0,100,0,0,2,1,0,2,,33,4,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:12:39,2023-04-02 12:16:09,0,24.62.64.139,100,209,1,2023-04-02 12:16:09,R_3nVgeKTZcOlVDBU,,,,,42.08,-71.4175,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,24.657,0,0,0,17.048,0,100,0,1,100,60,10,2,1,4,1,,51,5,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:11:30,2023-04-02 12:16:09,0,73.214.206.210,100,279,1,2023-04-02 12:16:10,R_2dKGWIOCpwdnEMr,,,,,40.4242,-79.7658,anonymous,EN,1,2,2,15.767,15.767,22.804,1,0,0,12.304,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,1,1,,45,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:07:15,2023-04-02 12:16:11,0,24.163.25.212,100,535,1,2023-04-02 12:16:11,R_114MW93oea28mKE,,,,,36.033,-80.3916,anonymous,EN,1,2,2,26.285,26.285,30.314,1,0,0,115.509,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,55,1,,37,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:08:51,2023-04-02 12:16:15,0,75.113.187.24,100,444,1,2023-04-02 12:16:15,R_1HnocTXDE4lyx3J,,,,,35.4145,-119.0403,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,39.393,0,0,0,34.182,0,100,0,0,100,0,0,2,1,25,2,,58,3,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:10:33,2023-04-02 12:16:22,0,73.241.81.28,100,349,1,2023-04-02 12:16:22,R_23V3IYdNuI1IE8Z,,,,,37.6403,-122.0667,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,30.671,0,0,0,14.825,0,92,0,7,100,9,0,2,1,5,1,,54,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:12:01,2023-04-02 12:16:27,0,24.163.27.166,100,265,1,2023-04-02 12:16:27,R_pn6XWwRTuIajgbf,,,,,36.033,-80.3916,anonymous,EN,1,2,2,,,,,,,,,,,,,,2.61,7.01,33.503,3,0,0,11.431,0,100,0,10,100,0,0,2,1,70,1,,34,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:14:16,2023-04-02 12:16:41,0,73.173.86.11,100,144,1,2023-04-02 12:16:41,R_1jIMgd9LiWHMxZ6,,,,,38.6397,-75.6047,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,17.178,0,0,0,13.881,0,96,6,10,92,25,0,1,1,71,1,,32,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:14:17,2023-04-02 12:16:43,0,162.203.146.20,100,145,1,2023-04-02 12:16:43,R_cMG8RfO3jluRySd,,,,,30.3574,-89.1649,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,12.583,0,0,0,11.164,0,99,0,4,100,15,11,2,1,0,1,,54,4,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:10:34,2023-04-02 12:16:43,0,71.215.48.140,100,369,1,2023-04-02 12:16:44,R_3nIya8HYuarVWgT,,,,,26.6786,-82.0263,anonymous,EN,1,2,2,7.927,7.927,23.896,1,0,0,16.9,0,90,17,97,38,54,,,,,,,,,,,,,,,1,1,0,2,,35,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:13:48,2023-04-02 12:16:54,0,72.23.22.150,100,186,1,2023-04-02 12:16:55,R_1msawShdEk5iKUU,,,,,40.1742,-79.5134,anonymous,EN,1,2,2,,,,,,,,,,,,,,3.053,3.053,21.911,1,0,0,13.067,0,100,0,0,100,0,0,2,1,38,1,,33,1,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:14:32,2023-04-02 12:17:00,0,71.34.8.249,100,148,1,2023-04-02 12:17:00,R_1FxmrmWstJe54nZ,,,,,45.0196,-93.2402,anonymous,EN,1,2,2,0,0,20.92,0,0,0,12.314,0,99,77,100,62,56,,,,,,,,,,,,,,,1,1,8,2,,54,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:13:02,2023-04-02 12:17:12,0,158.51.119.125,100,249,1,2023-04-02 12:17:12,R_2BbTq5BMm4zxDJX,,,,,35.6401,-117.853,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,42.153,0,0,0,14.656,0,96,3,4,100,10,0,2,1,17,2,,56,3,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:15:33,2023-04-02 12:17:32,0,108.36.80.250,100,119,1,2023-04-02 12:17:32,R_RtyJrwYKeJKNep3,,,,,40.5885,-75.4642,anonymous,EN,1,2,2,0,0,14.768,0,0,0,11.965,0,70,16,90,36,6,,,,,,,,,,,,,,,2,1,27,1,,31,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:14:10,2023-04-02 12:17:40,0,71.255.241.19,100,209,1,2023-04-02 12:17:40,R_2zCovqXzx5ZtjhN,,,,,39.109,-77.2489,anonymous,EN,1,2,2,0,0,17.801,0,0,0,11.78,0,100,15,100,60,60,,,,,,,,,,,,,,,1,1,55,1,,51,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:13:02,2023-04-02 12:17:42,0,73.4.102.141,100,279,1,2023-04-02 12:17:42,R_33EGdumOP3PI5nD,,,,,42.2123,-70.9619,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,32.166,0,0,0,11.461,0,100,5,20,100,8,4,2,1,1,2,,66,3,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:13:48,2023-04-02 12:17:59,0,70.119.119.98,100,251,1,2023-04-02 12:18:00,R_p5GHmduW3098tNv,,,,,33.0928,-96.6454,anonymous,EN,1,2,2,0,0,45.306,0,0,0,11.591,0,100,0,100,10,10,,,,,,,,,,,,,,,1,1,5,2,,38,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:14:09,2023-04-02 12:18:07,0,107.12.252.83,100,237,1,2023-04-02 12:18:07,R_PZgYUm0jivXKHqF,,,,,34.8965,-76.8869,anonymous,EN,1,2,2,,,,,,,,,,,,,,2.255,2.255,23.858,1,4.2,6.465,11.686,2,100,0,25,100,0,9,2,1,0,2,,46,3,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:13:53,2023-04-02 12:18:09,0,67.241.240.79,100,255,1,2023-04-02 12:18:09,R_3CAQh6mUiMJHKI9,,,,,42.143,-77.0457,anonymous,EN,1,2,2,0,0,24.008,0,0,0,18.059,0,100,0,100,20,15,,,,,,,,,,,,,,,1,1,60,1,,56,1,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:15:49,2023-04-02 12:18:24,0,96.224.25.219,100,154,1,2023-04-02 12:18:24,R_0OqHSrtD141cHbX,,,,,40.7135,-73.3546,anonymous,EN,1,2,2,,,,,,,,,,,,,,14.762,14.762,15.206,1,0,0,11.018,0,100,0,0,100,8,5,2,1,40,1,,27,5,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:18:04,2023-04-02 12:18:26,0,170.249.0.122,100,22,1,2023-04-02 12:18:26,R_3I9wUZYVfJZm0tT,,,,,46.5778,-87.4552,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02 12:16:30,2023-04-02 12:18:42,0,98.49.207.231,100,132,1,2023-04-02 12:18:43,R_2XnumFKUP5JLH0s,,,,,40.296,-75.9894,anonymous,EN,1,2,2,0,0,17.965,0,0,0,13.09,0,100,9,100,39,14,,,,,,,,,,,,,,,1,1,24,2,,34,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:16:18,2023-04-02 12:18:46,0,72.77.94.99,100,148,1,2023-04-02 12:18:46,R_2uDM5wHa0kpCHWQ,,,,,40.4488,-79.9951,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,16.523,0,0,0,11.902,0,100,0,0,92,13,4,2,1,35,1,,29,4,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:09:36,2023-04-02 12:18:50,0,71.206.17.66,100,554,1,2023-04-02 12:18:51,R_1dlQ7mxM7fAvkCV,,,,,38.7678,-75.2978,anonymous,EN,1,2,2,0,0,35.068,0,0,0,36.518,0,100,19,100,20,31,,,,,,,,,,,,,,,1,1,22,2,,70,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:17:15,2023-04-02 12:18:59,0,74.110.117.92,100,104,1,2023-04-02 12:19:00,R_9XpVEuLMuTOBxux,,,,,36.7969,-76.1797,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,11.234,0,0,0,14.213,0,100,0,0,100,24,19,2,1,10,2,,31,3,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:10:45,2023-04-02 12:19:22,0,71.198.208.14,100,517,1,2023-04-02 12:19:23,R_1eIE2Qi4F58F5Su,,,,,37.9285,-121.6881,anonymous,EN,1,2,2,0,0,49.5,0,0,0,11.682,0,100,0,100,80,60,,,,,,,,,,,,,,,1,1,60,2,,51,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:07:39,2023-04-02 12:19:23,0,103.87.214.160,100,704,1,2023-04-02 12:19:24,R_zZpsAcgWu0bFPjP,,,,,23.8233,90.365,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,163.566,0,0,0,125.113,0,100,0,85,100,0,100,2,1,71,1,,33,3,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:16:24,2023-04-02 12:19:26,0,68.36.4.167,100,181,1,2023-04-02 12:19:26,R_239497GEB5rTjio,,,,,42.7606,-84.5563,anonymous,EN,1,2,2,0,0,21.818,0,0,0,11.622,0,100,0,100,9,19,,,,,,,,,,,,,,,1,1,13,2,,42,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:13:29,2023-04-02 12:19:35,0,146.168.43.85,100,366,1,2023-04-02 12:19:36,R_zcnnyw7F440QGel,,,,,41.1605,-76.1192,anonymous,EN,1,2,2,0,0,42.417,0,0,0,21.076,0,100,0,94,16,9,,,,,,,,,,,,,,,1,1,72,1,,55,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:12:41,2023-04-02 12:19:47,0,108.228.38.54,100,425,1,2023-04-02 12:19:47,R_2sbBn0o4jb5ZpiH,,,,,33.6139,-84.0657,anonymous,EN,1,2,2,,,,,,,,,,,,,,2.281,3.881,23.062,2,3.638,3.638,11.624,1,100,0,6,100,0,0,2,1,92,2,,35,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:16:28,2023-04-02 12:20:09,0,66.188.78.5,100,220,1,2023-04-02 12:20:09,R_3ENnmFV9D2JNERe,,,,,34.3089,-83.8249,anonymous,EN,1,2,2,0,0,31.065,0,0,0,11.662,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,50,1,,67,7,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:16:26,2023-04-02 12:20:27,0,74.215.121.187,100,241,1,2023-04-02 12:20:28,R_3HnmGb1CZQAtbhf,,,,,39.1256,-84.5127,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,45.128,0,0,0,16.104,0,100,0,50,100,5,5,2,1,5,2,,69,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:09:54,2023-04-02 12:20:29,0,73.11.48.194,100,634,1,2023-04-02 12:20:29,R_2CBpyd7t6PkWh3F,,,,,45.4094,-122.5165,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,52.082,0,48.152,48.152,49.75,1,92,5,3,99,62,61,2,1,8,1,,79,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:16:06,2023-04-02 12:20:37,0,73.42.81.91,100,271,1,2023-04-02 12:20:38,R_1Ibk6hBP7ECJL1L,,,,,28.7739,-81.6463,anonymous,EN,1,2,2,1.529,30.941,30.967,5,5.856,7.522,11.53,3,82,37,92,63,38,,,,,,,,,,,,,,,1,1,60,2,,32,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:15:49,2023-04-02 12:20:42,0,47.218.189.21,100,293,1,2023-04-02 12:20:43,R_wTdwAwbaUuVf7W1,,,,,30.6032,-96.3136,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,41.741,0,0,0,11.382,0,100,0,0,91,22,0,2,1,0,1,,63,3,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:17:13,2023-04-02 12:20:50,0,96.228.21.227,100,217,1,2023-04-02 12:20:51,R_5gXfYcYh9W8hfQR,,,,,37.5537,-77.4602,anonymous,EN,1,2,2,0,0,38.23,0,0,0,11.789,0,100,0,100,20,20,,,,,,,,,,,,,,,1,1,30,2,,28,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:15:55,2023-04-02 12:20:51,0,185.187.243.146,100,295,1,2023-04-02 12:20:51,R_3rTUMnGRBOA65Z7,,,,,40.7123,-74.0068,anonymous,EN,1,2,2,0,0,13.067,0,0,0,11.961,0,90,15,80,20,25,,,,,,,,,,,,,,,1,1,18,1,,33,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:10:15,2023-04-02 12:21:07,0,104.49.255.115,100,651,1,2023-04-02 12:21:07,R_1DBd3FIUc2sAtPX,,,,,26.1792,-80.1749,anonymous,EN,1,2,2,0,0,58.354,0,0,0,15.575,0,95,5,90,10,20,,,,,,,,,,,,,,,1,1,69,1,,70,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:17:14,2023-04-02 12:21:53,0,63.248.50.95,100,279,1,2023-04-02 12:21:54,R_3EnWJjMnWcdjffS,,,,,41.7028,-112.1777,anonymous,EN,1,2,2,0,0,30.979,0,0,0,32.19,0,100,13,100,54,16,,,,,,,,,,,,,,,1,1,30,1,,55,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:19:39,2023-04-02 12:22:15,0,98.25.133.145,100,155,1,2023-04-02 12:22:15,R_10VNFbg1OzWMl7v,,,,,32.9758,-80.1869,anonymous,EN,1,2,2,0,0,12.156,0,0,0,16.6,0,100,28,100,40,38,,,,,,,,,,,,,,,1,1,37,1,,44,1,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
