StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liable_AV_1,vB_mnfctr_liable_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liable_1,vB_driver_liable_1,vB_mnfctr_liable_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,pol_affiliation_1,driving_ability_1,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,moderators_DO
2023-04-06 15:34:06,2023-04-06 15:36:41,0,166.198.251.52,100,154,1,2023-04-06 15:36:41,R_qVdqic90EdCcKCR,,,,,39.9587,-82.9987,anonymous,EN,1,2,2,,,,,,,,,,,,,,2.343,2.343,29.264,1,0,0,11.156,0,100,0,0,100,0,0,1,2,18,73,32,2,,28,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:33:57,2023-04-06 15:36:46,0,52.124.39.41,100,169,1,2023-04-06 15:36:46,R_3huviLZea5lxLOm,,,,,44.9764,-93.224,anonymous,EN,1,2,2,0,0,27.849,0,11.191,11.191,11.403,1,50,0,100,20,5,,,,,,,,,,,,,,,1,1,60,50,40,1,,22,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:33:07,2023-04-06 15:37:00,0,45.51.119.233,100,233,1,2023-04-06 15:37:00,R_3gLbOekhSUoPM0Q,,,,,34.1867,-118.3878,anonymous,EN,1,2,2,,,,,,,,,,,,,,27.967,27.967,29.128,1,0,0,11.872,0,100,0,17,100,13,9,2,1,37,64,15,2,,41,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 15:31:46,2023-04-06 15:37:09,0,75.128.247.67,100,323,1,2023-04-06 15:37:09,R_1jk40Cz4ala9SoC,,,,,42.6713,-89.007,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,33.218,0,0,0,11.319,0,100,0,10,100,0,0,2,1,76,70,0,1,,28,1,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:28:43,2023-04-06 15:37:12,0,67.188.105.56,100,509,1,2023-04-06 15:37:13,R_783fmwGrTVmSy0F,,,,,38.1163,-122.5714,anonymous,EN,1,2,2,38.575,38.575,42.895,1,23.779,23.779,25.747,1,100,30,100,100,70,,,,,,,,,,,,,,,1,1,10,50,75,2,,55,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:33:44,2023-04-06 15:37:36,0,74.194.149.250,100,232,1,2023-04-06 15:37:36,R_2V1ue20nTxVJjT7,,,,,30.3217,-95.5285,anonymous,EN,1,2,2,,,,,,,,,,,,,,8.881,8.881,25.471,1,0,0,20.204,0,100,0,0,100,70,20,2,1,80,70,10,2,,46,5,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 15:32:27,2023-04-06 15:37:49,0,74.215.192.92,100,321,1,2023-04-06 15:37:49,R_3DdNLMJWiUeZgOF,,,,,39.8209,-84.0194,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,22.821,0,0,0,13.721,0,100,0,0,100,0,0,2,1,70,50,10,2,,59,4,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:36:01,2023-04-06 15:37:49,0,35.140.75.39,100,107,1,2023-04-06 15:37:49,R_3iRr7O6WWmrTqou,,,,,27.7152,-82.3513,anonymous,EN,1,2,2,0,0,11.91,0,0,0,11.293,0,90,58,93,75,70,,,,,,,,,,,,,,,1,1,31,80,30,2,,23,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:35:22,2023-04-06 15:37:50,0,70.180.124.241,100,147,1,2023-04-06 15:37:50,R_1JL7ZzBzBBFhQuZ,,,,,29.8715,-90.07,anonymous,EN,1,2,2,6.298,6.748,24.34,2,0,0,10.995,0,81,20,80,61,58,,,,,,,,,,,,,,,1,1,50,66,40,1,,22,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:35:34,2023-04-06 15:37:56,0,73.38.248.45,100,142,1,2023-04-06 15:37:57,R_3k0ROfT7tDWMO5g,,,,,42.3737,-71.1284,anonymous,EN,1,2,2,0,0,11.151,0,0,0,10.971,0,96,25,100,55,59,,,,,,,,,,,,,,,2,2,41,40,41,2,,32,7,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:32:47,2023-04-06 15:38:15,0,73.151.62.129,100,327,1,2023-04-06 15:38:16,R_22t2wlSlD2VkQUO,,,,,36.7539,-119.7085,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,25.556,0,0,0,17.674,0,100,4,79,100,100,0,1,1,51,100,75,2,,32,1,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:35:47,2023-04-06 15:38:29,0,24.181.144.18,100,161,1,2023-04-06 15:38:29,R_1Fu0UXNCSI9zWdJ,,,,,45.5463,-94.2263,anonymous,EN,1,2,2,0,0,17.189,0,0,0,11.432,0,100,0,100,9,8,,,,,,,,,,,,,,,1,1,87,80,68,1,,56,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:36:17,2023-04-06 15:38:32,0,47.227.227.28,100,134,1,2023-04-06 15:38:32,R_3CVjJ25Y40L6kTM,,,,,39.9744,-86.0829,anonymous,EN,1,2,2,0,0,19.87,0,0,0,11.096,0,91,81,100,88,79,,,,,,,,,,,,,,,1,1,27,50,16,1,,42,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:34:44,2023-04-06 15:38:37,0,69.246.195.202,100,233,1,2023-04-06 15:38:37,R_1lub9adwr7nrYF2,,,,,41.7723,-87.9796,anonymous,EN,1,2,2,0,0,30.483,0,0,0,16.196,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,0,60,45,1,,52,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:32:50,2023-04-06 15:38:37,0,67.9.137.138,100,346,1,2023-04-06 15:38:37,R_1eqHEHg22qSeoYn,,,,,27.7465,-82.7502,anonymous,EN,1,2,2,0,0,30.111,0,0,0,11.497,0,100,0,100,0,8,,,,,,,,,,,,,,,1,1,0,75,0,2,,44,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:35:53,2023-04-06 15:38:40,0,108.230.73.118,100,167,1,2023-04-06 15:38:41,R_2fIDUsAzPIOh0lk,,,,,32.8445,-79.8242,anonymous,EN,1,2,2,0,0,13.024,0,0,0,11.247,0,90,10,60,65,60,,,,,,,,,,,,,,,1,1,0,64,28,2,,25,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:36:04,2023-04-06 15:38:41,0,136.34.39.58,100,156,1,2023-04-06 15:38:41,R_41vto23uwN4RhQJ,,,,,39.1027,-94.5925,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,21.747,0,0,0,11.74,0,100,0,40,100,20,0,2,1,0,17,61,1,,43,5,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:33:29,2023-04-06 15:38:41,0,98.250.58.69,100,312,1,2023-04-06 15:38:42,R_1jTFGmLpgF3KBSJ,,,,,42.7429,-83.272,anonymous,EN,1,2,2,4.799,25.914,27.252,6,0,0,13.74,0,25,25,100,100,20,,,,,,,,,,,,,,,1,1,100,70,60,1,,29,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:34:32,2023-04-06 15:38:44,0,128.54.49.158,100,252,1,2023-04-06 15:38:45,R_2YMpGUXV3wH7Rh9,,,,,32.7449,-117.165,anonymous,EN,1,2,2,,,,,,,,,,,,,,15.064,16.182,17.168,2,0,0,11.331,0,84,9,28,100,79,70,2,1,40,78,39,1,,18,3,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:35:42,2023-04-06 15:38:53,0,166.216.158.20,100,191,1,2023-04-06 15:38:54,R_2EsYydpvkvBlypf,,,,,34.0544,-118.244,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,21.298,0,0,0,11.186,0,100,0,0,100,0,0,2,1,0,50,21,2,,36,5,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:36:06,2023-04-06 15:39:02,0,24.167.34.194,100,176,1,2023-04-06 15:39:03,R_22Gs8LHCLHVyss6,,,,,26.2516,-98.2271,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,15.716,0,0,0,12.617,0,100,0,0,100,2,0,2,1,3,30,53,2,,25,3,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:35:09,2023-04-06 15:39:11,0,50.102.211.46,100,242,1,2023-04-06 15:39:12,R_323m0dx6oD7a0c7,,,,,41.1371,-85.0637,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,27.964,0,0,0,14.677,0,90,10,20,80,50,80,2,1,80,80,20,1,,61,3,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:37:37,2023-04-06 15:39:23,0,98.238.236.46,100,106,1,2023-04-06 15:39:24,R_u2PY7SJMLbaPTGh,,,,,38.2723,-121.2976,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,11.21,0,0,0,10.651,0,100,20,18,100,20,37,2,1,14,68,32,2,,32,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:34:59,2023-04-06 15:39:36,0,73.213.98.229,100,276,1,2023-04-06 15:39:36,R_uh935Cx4817AqAN,,,,,38.894,-77.0365,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,39.934,0,0,0,12.757,0,100,0,0,100,0,8,2,1,70,50,51,1,,44,3,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:36:47,2023-04-06 15:39:55,0,45.26.9.36,100,188,1,2023-04-06 15:39:56,R_1C8558FN0xv5jlg,,,,,33.792,-84.2049,anonymous,EN,1,2,2,0,0,24.988,0,0,0,12.396,0,99,10,99,25,15,,,,,,,,,,,,,,,1,1,50,98,50,1,,53,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:34:39,2023-04-06 15:40:02,0,97.128.238.10,100,322,1,2023-04-06 15:40:02,R_1rkbUrcniVgNcRY,,,,,41.0996,-80.7523,anonymous,EN,1,2,2,0,0,40.103,0,0,0,22.805,0,92,5,100,68,52,,,,,,,,,,,,,,,1,1,10,48,0,2,,56,1,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:37:47,2023-04-06 15:40:07,0,135.26.230.2,100,140,1,2023-04-06 15:40:08,R_PzJapnonIXFimJz,,,,,39.0397,-94.5936,anonymous,EN,1,2,2,36.692,36.692,36.969,1,0,0,14.716,0,81,19,89,34,29,,,,,,,,,,,,,,,1,1,10,52,81,2,,24,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:36:37,2023-04-06 15:40:47,0,107.210.23.140,100,250,1,2023-04-06 15:40:47,R_1GEcPHLOVCr5Hnz,,,,,35.2227,-80.7938,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,34.207,0,0,0,11.374,0,100,0,0,100,4,2,2,1,6,83,62,2,,31,3,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 15:28:43,2023-04-06 15:40:55,0,76.185.187.47,100,731,1,2023-04-06 15:40:56,R_2anrfguzWT3uu7x,,,,,29.4227,-98.4927,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,380.059,0,0,0,19.284,0,93,5,3,98,9,20,2,1,50,71,83,1,,41,3,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:37:51,2023-04-06 15:41:06,0,71.90.189.19,100,195,1,2023-04-06 15:41:07,R_1INlXTOQeCORMys,,,,,30.4856,-90.0977,anonymous,EN,1,2,2,0,0,22.374,0,0,0,14.872,0,100,0,100,0,40,,,,,,,,,,,,,,,1,1,20,81,9,2,,29,2,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:35:25,2023-04-06 15:41:20,0,74.139.234.19,100,355,1,2023-04-06 15:41:20,R_3Ubu6XVBCfSONfH,,,,,38.2539,-85.76,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,41.664,0,0,0,22.841,0,99,1,1,99,90,5,2,1,49,70,20,1,,36,7,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:39:35,2023-04-06 15:41:30,0,166.198.252.102,100,115,1,2023-04-06 15:41:30,R_yQjTUyhIcB6UFwt,,,,,47.5741,-122.3975,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,12.168,0,11.755,11.755,11.901,1,71,11,23,85,62,40,2,1,28,72,29,2,,29,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:38:35,2023-04-06 15:41:36,0,98.253.1.174,100,181,1,2023-04-06 15:41:37,R_SYH5p1p1tktKavT,,,,,40.0623,-86.0585,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,15.322,0,0,0,11.24,0,100,0,0,100,0,0,2,1,0,50,10,1,,32,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:28:41,2023-04-06 15:41:41,0,172.56.248.106,100,780,1,2023-04-06 15:41:42,R_1BRhmJGV7gM5ll8,,,,,39.7764,-86.1077,anonymous,EN,1,2,2,1.285,20.132,25.667,2,0,0,12.176,0,100,72,100,100,92,,,,,,,,,,,,,,,1,1,96,100,0,2,,25,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:38:51,2023-04-06 15:42:23,0,75.118.32.230,100,211,1,2023-04-06 15:42:23,R_3k1fIX0NnqYRMyY,,,,,39.9881,-83.0479,anonymous,EN,1,2,2,0,0,18.855,0,0,0,14.267,0,100,0,100,8,10,,,,,,,,,,,,,,,1,1,9,19,85,2,,66,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:40:02,2023-04-06 15:42:41,0,74.133.21.38,100,159,1,2023-04-06 15:42:41,R_1CmEy5es17h2PkP,,,,,39.8722,-82.0935,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,19.558,0,0,0,12.088,0,100,0,0,100,10,10,2,1,90,100,50,1,,39,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:37:48,2023-04-06 15:42:49,0,96.248.17.231,100,300,1,2023-04-06 15:42:50,R_3fcVlT4GFLCJVCy,,,,,37.5157,-77.2758,anonymous,EN,1,2,2,,,,,,,,,,,,,,8.608,29,30.701,2,17.86,17.86,19.22,1,100,0,8,100,0,0,2,1,70,97,0,2,,56,2,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 15:40:58,2023-04-06 15:42:56,0,136.36.54.169,100,118,1,2023-04-06 15:42:57,R_2ZKMniFxulRn4ZL,,,,,40.2584,-111.6591,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,17.942,0,0,0,11.387,0,100,0,0,100,0,0,2,1,9,50,3,2,,23,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:40:53,2023-04-06 15:43:16,0,130.245.192.10,100,143,1,2023-04-06 15:43:17,R_1o789D3rs8uwnnr,,,,,40.9076,-73.122,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,16.084,0,16.429,16.429,16.754,1,100,0,0,100,11,15,2,1,14,50,0,2,,20,1,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 15:40:43,2023-04-06 15:43:31,0,97.118.91.60,100,168,1,2023-04-06 15:43:32,R_2duprqyAtxr1G9C,,,,,39.7301,-104.9078,anonymous,EN,1,2,2,0,0,16.047,0,0,0,11.426,0,100,0,100,20,20,,,,,,,,,,,,,,,1,1,15,70,60,1,,32,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:40:19,2023-04-06 15:43:32,0,24.3.188.136,100,193,1,2023-04-06 15:43:33,R_28S2gPlvHE23Wta,,,,,40.4236,-79.9825,anonymous,EN,1,2,2,0,0,22.192,0,0,0,11.338,0,100,0,100,5,10,,,,,,,,,,,,,,,1,1,0,75,15,1,,29,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:41:28,2023-04-06 15:43:48,0,24.92.169.99,100,140,1,2023-04-06 15:43:48,R_2yl8lRdt0q3SySd,,,,,28.1951,-81.6062,anonymous,EN,1,2,2,0,0,16.969,0,0,0,12.201,0,93,40,83,55,62,,,,,,,,,,,,,,,1,1,38,19,27,2,,46,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:39:39,2023-04-06 15:43:49,0,172.73.37.134,100,249,1,2023-04-06 15:43:49,R_3lQ6f9i5YokBWSf,,,,,35.2316,-80.8428,anonymous,EN,1,2,2,0,0,30.279,0,0,0,19.362,0,97,20,100,70,95,,,,,,,,,,,,,,,1,1,35,80,10,2,,31,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:41:18,2023-04-06 15:45:07,0,208.104.102.197,100,228,1,2023-04-06 15:45:08,R_1Qsxy7egh6x1unh,,,,,35.0125,-80.9309,anonymous,EN,1,2,2,0,0,17.768,0,0,0,12.831,0,95,4,100,81,9,,,,,,,,,,,,,,,1,1,51,72,61,1,,51,2,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:39:16,2023-04-06 15:45:22,0,104.63.101.51,100,365,1,2023-04-06 15:45:22,R_2t9k6sc7uPXLl43,,,,,29.7646,-95.3657,anonymous,EN,1,2,2,0,0,80.604,0,0,0,22.079,0,100,0,52,100,0,,,,,,,,,,,,,,,1,1,77,100,0,2,,47,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:41:41,2023-04-06 15:45:23,0,98.36.207.20,100,221,1,2023-04-06 15:45:24,R_2e51uArGZLQAtNj,,,,,38.4272,-121.442,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,13.859,0,0,0,11.124,0,100,0,11,100,19,37,2,1,36,64,5,1,,25,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 15:41:42,2023-04-06 15:46:04,0,174.214.16.211,100,262,1,2023-04-06 15:46:05,R_ZeDWMiBoQ56kCMF,,,,,47.6034,-122.3414,anonymous,EN,1,2,2,0,0,36.463,0,0,0,12.573,0,50,50,100,100,50,,,,,,,,,,,,,,,1,1,90,50,90,2,,35,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:41:31,2023-04-06 15:46:06,0,97.114.139.195,100,275,1,2023-04-06 15:46:07,R_1jGPiK8qbKmysCG,,,,,35.2966,-93.7198,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,37.619,0,0,0,15.566,0,100,0,0,100,0,0,2,1,50,90,75,2,,21,3,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 15:43:09,2023-04-06 15:46:23,0,23.116.40.90,100,194,1,2023-04-06 15:46:24,R_8pRRMvueYFEjXwd,,,,,37.7794,-122.2178,anonymous,EN,1,2,2,0,0,16.786,0,0,0,13.676,0,100,0,100,80,73,,,,,,,,,,,,,,,1,1,62,0,60,1,,28,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:41:40,2023-04-06 15:46:24,0,131.93.209.40,100,283,1,2023-04-06 15:46:24,R_1pKdXYAZmkWRhWJ,,,,,43.0334,-89.4512,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,26.326,0,0,0,11.785,0,100,0,40,100,30,0,2,1,0,18,0,2,,38,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 15:37:59,2023-04-06 15:47:13,0,35.146.140.137,100,553,1,2023-04-06 15:47:13,R_qX6EZahxscfN5ND,,,,,31.7596,-106.4884,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,45.974,0,0,0,36.328,0,100,0,0,50,50,30,2,1,50,60,64,1,,36,3,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:40:49,2023-04-06 15:47:25,0,76.248.242.57,100,396,1,2023-04-06 15:47:26,R_2tolAS2wIYl8miB,,,,,39.772,-86.157,anonymous,EN,1,2,2,0,0,37.354,0,0,0,15,0,90,5,95,5,5,,,,,,,,,,,,,,,1,1,9,95,44,2,,59,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 15:41:45,2023-04-06 15:47:28,0,50.1.125.88,100,343,1,2023-04-06 15:47:29,R_3DcleHFkVwKCQsH,,,,,37.7771,-122.406,anonymous,EN,1,2,2,,,,,,,,,,,,,,1.588,10.444,21.671,2,0,0,10.943,0,100,0,0,100,69,10,2,1,49,57,60,2,,,5,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:46:20,2023-04-06 15:51:29,0,172.59.153.117,100,308,1,2023-04-06 15:51:29,R_3KPGg8cfRDsFk9v,,,,,40.7143,-111.8894,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,38.514,0,11.561,11.561,11.944,1,100,0,0,100,8,0,1,1,26,50,9,1,,34,4,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
